,School,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
1762,College of Letters & Science,Communication Arts,COM ARTS 300,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
1763,College of Letters & Science,Communication Arts,COM ARTS 310,3,Sophomore standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
1764,College of Letters & Science,Communication Arts,COM ARTS 313,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Summer 2023
1765,College of Letters & Science,Communication Arts,COM ARTS/GEN&WS  316,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
1766,College of Letters & Science,Communication Arts,COM ARTS 317,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1767,College of Letters & Science,Communication Arts,COM ARTS 318,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
1768,College of Letters & Science,Communication Arts,COM ARTS 325,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1769,College of Letters & Science,Communication Arts,COM ARTS 345,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1770,College of Letters & Science,Communication Arts,COM ARTS 346,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1771,College of Letters & Science,Communication Arts,COM ARTS/CHICLA  347,3,,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1772,College of Letters & Science,Communication Arts,COM ARTS 350,3,Sophomore standing or COM ARTS 250,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1773,College of Letters & Science,Communication Arts,COM ARTS 351,3,Sophomore standing or COM ARTS 250,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1774,College of Letters & Science,Communication Arts,COM ARTS 354,3,COM ARTS 350,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1775,College of Letters & Science,Communication Arts,COM ARTS 355,4,Sophomore standing or COM ARTS 155,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1776,College of Letters & Science,Communication Arts,COM ARTS 357,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1777,College of Letters & Science,Communication Arts,COM ARTS 358,3,COM ARTS 350 or declared in Communication Arts MA or PhD,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1778,College of Letters & Science,Communication Arts,COM ARTS 359,3,COM ARTS 250 or 351,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1779,College of Letters & Science,Communication Arts,COM ARTS 360,3,Sophomore standing or COM ARTS 260,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1780,College of Letters & Science,Communication Arts,COM ARTS 361,3,Sophomore standing and satisfied Quantitative Reasoning (QR) A requirement,Gen Ed - Quantitative Reasoning Part B Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1781,College of Letters & Science,Communication Arts,COM ARTS 368,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1782,College of Letters & Science,Communication Arts,COM ARTS 370,3,Sophomore standing or COM ARTS 260,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1783,College of Letters & Science,Communication Arts,COM ARTS 371,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
1784,College of Letters & Science,Communication Arts,COM ARTS 372,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1785,College of Letters & Science,Communication Arts,COM ARTS 373,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
1786,College of Letters & Science,Communication Arts,COM ARTS/RELIG ST  374,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2022
1787,College of Letters & Science,Communication Arts,COM ARTS 375,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1788,College of Letters & Science,Communication Arts,COM ARTS 377,3,Sophomore standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
1789,College of Letters & Science,Communication Arts,COM ARTS 402,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1790,College of Letters & Science,Communication Arts,COM ARTS/GEN&WS  418,3,"GEN&WS 101, 102, 103, SOC/GEN&WS  200, COMM ARTS 250 or graduate/professional standing",Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
1791,College of Letters & Science,Communication Arts,COM ARTS/CHICLA  419,3,Sophomore standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
1792,College of Letters & Science,Communication Arts,COM ARTS/ASIAN AM  420,3,"CHICLA/COM ARTS  347, ASIAN AM 101, or sophomore standing",Ethnic St - Counts toward Ethnic Studies requirement Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1793,College of Letters & Science,Communication Arts,COM ARTS/ASIAN  443,3,Junior standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1794,College of Letters & Science,Communication Arts,COM ARTS/AFRICAN/L I S  444,3,Junior standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1795,College of Letters & Science,Communication Arts,COM ARTS 449,3,Junior standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
1796,College of Letters & Science,Communication Arts,COM ARTS 450,3,COM ARTS 250 or graduate/professional standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1797,College of Letters & Science,Communication Arts,COM ARTS 451,3,COM ARTS 351 or graduate/professional standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1798,College of Letters & Science,Communication Arts,COM ARTS 454,3,(Junior standing and COM ARTS 350) or declared in Communication Arts MA or PhD,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1799,College of Letters & Science,Communication Arts,COM ARTS 455,3,COM ARTS 350 or graduate/professional standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
1800,College of Letters & Science,Communication Arts,COM ARTS 458,3,COM ARTS 351 or graduate/professional standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
1801,College of Letters & Science,Communication Arts,COM ARTS/ITALIAN  460,3,"ITALIAN 204, COM ARTS 350, or graduate/professional standing",Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1802,College of Letters & Science,Communication Arts,COM ARTS 461,3,COM ARTS 350 or graduate/professional standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1803,College of Letters & Science,Communication Arts,COM ARTS 463,3,COM ARTS 350 or declared in Communication Arts MA or PhD,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
1804,College of Letters & Science,Communication Arts,COM ARTS 465,4,COM ARTS 355,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1805,College of Letters & Science,Communication Arts,COM ARTS 466,3,COM ARTS 355,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1806,College of Letters & Science,Communication Arts,COM ARTS 467,4,COM ARTS 355,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
1807,College of Letters & Science,Communication Arts,COM ARTS 468,3,COM ARTS 155 or 355,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
1808,College of Letters & Science,Communication Arts,COM ARTS 470,3,Junior standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1809,College of Letters & Science,Communication Arts,COM ARTS 476,3,Junior standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
1810,College of Letters & Science,Communication Arts,COM ARTS/FOLKLORE  522,3,Junior standing,Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1811,College of Letters & Science,Communication Arts,COM ARTS 540,3,(COM ARTS 250 and 351) or graduate/professional standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2021
1812,College of Letters & Science,Communication Arts,COM ARTS 547,3,"COM ARTS 250, (COM ARTS 351 or 346), and junior standing, or graduate/professional standing",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1813,College of Letters & Science,Communication Arts,COM ARTS 552,3,COM ARTS 350 or concurrent enrollment,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1814,College of Letters & Science,Communication Arts,COM ARTS 556,3,"COM ARTS 350, 351, or declared in Communication Arts MA or PhD",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
1815,College of Letters & Science,Communication Arts,COM ARTS 565,3,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1816,College of Letters & Science,Communication Arts,COM ARTS 570,3,(Two from,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1817,College of Letters & Science,Communication Arts,COM ARTS 573,3,Junior standing,Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
1818,College of Letters & Science,Communication Arts,COM ARTS 575,3,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
1819,College of Letters & Science,Communication Arts,COM ARTS 577,3,Junior standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1820,College of Letters & Science,Communication Arts,COM ARTS 605,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1821,College of Letters & Science,Communication Arts,COM ARTS 608,3,"COM ARTS 250, 346, 351, CHICLA/COM ARTS  347 or graduate/professional standing",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1822,College of Letters & Science,Communication Arts,COM ARTS 609,3,COM ARTS 355 or declared in Communication Arts MA or PhD,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1823,College of Letters & Science,Communication Arts,COM ARTS 610,3,Junior standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
1824,College of Letters & Science,Communication Arts,COM ARTS 612,3,Junior standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2022
1825,College of Letters & Science,Communication Arts,COM ARTS 613,3,COM ARTS 350 or graduate/professional standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1826,College of Letters & Science,Communication Arts,COM ARTS 614,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Workplace - Workplace Experience Course,No,Fall 2023
1827,College of Letters & Science,Communication Arts,COM ARTS 615,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Workplace - Workplace Experience Course,No,Spring 2023
1828,College of Letters & Science,Communication Arts,COM ARTS/HDFS/JOURN  616,3,"JOURN 202, COM ARTS 325, HDFS 262 (or HDFS 362 prior to Fall 2023), ED PSYCH 320, PSYCH 460, or LSC 251 (or PSYCH 560 prior to Fall 2017)",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
1829,College of Letters & Science,Communication Arts,COM ARTS/JOURN/LSC  617,3,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1830,College of Letters & Science,Communication Arts,COM ARTS/ED PSYCH  626,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2021
1831,College of Letters & Science,Communication Arts,COM ARTS 651,3,COM ARTS 355,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1832,College of Letters & Science,Communication Arts,COM ARTS 659,4,COM ARTS 467,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Spring 2023
1833,College of Letters & Science,Communication Arts,COM ARTS 669,3,COM ARTS 350 or graduate/professional standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
1834,College of Letters & Science,Communication Arts,COM ARTS 681,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Fall 2023
1835,College of Letters & Science,Communication Arts,COM ARTS 682,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Spring 2022
1836,College of Letters & Science,Communication Arts,COM ARTS 691,2,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2021
1837,College of Letters & Science,Communication Arts,COM ARTS 692,2,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2021
1838,College of Letters & Science,Communication Arts,COM ARTS 698,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Spring 2023
1839,College of Letters & Science,Communication Arts,COM ARTS 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
1840,College of Letters & Science,Communication Arts,COM ARTS/L I S  705,3,Graduate/professional standing or Declared in Analytics for Decision Making capstone certificate,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1841,College of Letters & Science,Communication Arts,COM ARTS 760,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
1842,College of Letters & Science,Communication Arts,COM ARTS 762,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
1843,College of Letters & Science,Communication Arts,COM ARTS 799,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1844,College of Letters & Science,Communication Arts,COM ARTS 902,1,Declared in Communication Arts MA or PhD,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1845,College of Letters & Science,Communication Arts,COM ARTS 903,1,Declared in Communication Arts MA or PhD,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1846,College of Letters & Science,Communication Arts,COM ARTS 904,1,Declared in Communication Arts MA or PhD,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1847,College of Letters & Science,Communication Arts,COM ARTS 905,1,Declared in Communication Arts MA or PhD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1848,College of Letters & Science,Communication Arts,COM ARTS/CURRIC  914,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1849,College of Letters & Science,Communication Arts,COM ARTS 950,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1850,College of Letters & Science,Communication Arts,COM ARTS 955,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
1851,College of Letters & Science,Communication Arts,COM ARTS 958,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
1852,College of Letters & Science,Communication Arts,COM ARTS 967,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2021
1853,College of Letters & Science,Communication Arts,COM ARTS 969,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1854,College of Letters & Science,Communication Arts,COM ARTS 970,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1855,College of Letters & Science,Communication Arts,COM ARTS 976,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2022
1856,College of Letters & Science,Communication Arts,COM ARTS 990,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1857,College of Letters & Science,Communication Sciences and Disorders,CS&D 110,3,,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1858,College of Letters & Science,Communication Sciences and Disorders,CS&D 201,3,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1859,College of Letters & Science,Communication Sciences and Disorders,CS&D 202,3,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1860,College of Letters & Science,Communication Sciences and Disorders,CS&D 210,3,Sophomore standing,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
1861,College of Letters & Science,Communication Sciences and Disorders,CS&D 240,3,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1862,College of Letters & Science,Communication Sciences and Disorders,CS&D 303,3,CS&D 201 and 202,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1863,College of Letters & Science,Communication Sciences and Disorders,CS&D 315,3,CS&D 201 and 240,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1864,College of Letters & Science,Communication Sciences and Disorders,CS&D 318,3,"CS&D 201, 202, 240 and Junior standing",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1865,College of Letters & Science,Communication Sciences and Disorders,CS&D 320,3,CS&D 202,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1866,College of Letters & Science,Communication Sciences and Disorders,CS&D 371,3,Consent of instructor,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1867,College of Letters & Science,Communication Sciences and Disorders,CS&D 424,2,Sophomore standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1868,College of Letters & Science,Communication Sciences and Disorders,CS&D 425,3,"CS&D 201, 202, and 320",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1869,College of Letters & Science,Communication Sciences and Disorders,CS&D 440,3,CS&D 240,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
1870,College of Letters & Science,Communication Sciences and Disorders,CS&D 481,3,Satisfied Communications A requirement and declared in an Honors program,Gen Ed - Communication Part B Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Fall 2023
1871,College of Letters & Science,Communication Sciences and Disorders,CS&D 503,3,"(Declared in Biology or Neurobiology) and (CS&D 210 or PSYCH/ZOOLOGY  523), or declared in Communication Sciences  Disorders MS",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1872,College of Letters & Science,Communication Sciences and Disorders,CS&D 681,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Fall 2023
1873,College of Letters & Science,Communication Sciences and Disorders,CS&D 682,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Spring 2023
1874,College of Letters & Science,Communication Sciences and Disorders,CS&D 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1875,College of Letters & Science,Communication Sciences and Disorders,CS&D 703,3,Declared in Communication Sciences  Disorders MS or Pharmacy DPH,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1876,College of Letters & Science,Communication Sciences and Disorders,CS&D 704,3,Declared in Communication Sciences  Disorders MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1877,College of Letters & Science,Communication Sciences and Disorders,CS&D 705,3,Declared in Communication Sciences  Disorders MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1878,College of Letters & Science,Communication Sciences and Disorders,CS&D 706,3,Declared in Communication Sciences  Disorders MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1879,College of Letters & Science,Communication Sciences and Disorders,CS&D 707,2,Declared in Communication Sciences  Disorders MS,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
1880,College of Letters & Science,Communication Sciences and Disorders,CS&D 708,3,Declared in Communication Sciences  Disorders MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1881,College of Letters & Science,Communication Sciences and Disorders,CS&D 709,3,Declared in Communication Sciences  Disorders MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1882,College of Letters & Science,Communication Sciences and Disorders,CS&D 713,1,Declared in Communication Sciences  Disorders MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
1883,College of Letters & Science,Communication Sciences and Disorders,CS&D 752,3,Declared in Communication Sciences  Disorders MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1884,College of Letters & Science,Communication Sciences and Disorders,CS&D 790,1,Declared in Communication Sciences  Disorders MS,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1885,College of Letters & Science,Communication Sciences and Disorders,CS&D 799,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
1886,College of Letters & Science,Communication Sciences and Disorders,CS&D 806,1,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
1887,College of Letters & Science,Communication Sciences and Disorders,CS&D 832,3,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1888,College of Letters & Science,Communication Sciences and Disorders,CS&D 833,2,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
1889,College of Letters & Science,Communication Sciences and Disorders,CS&D 834,2,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1890,College of Letters & Science,Communication Sciences and Disorders,CS&D 835,3,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1891,College of Letters & Science,Communication Sciences and Disorders,CS&D 836,3,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1892,College of Letters & Science,Communication Sciences and Disorders,CS&D 845,3,CS&D 850 and 852,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1893,College of Letters & Science,Communication Sciences and Disorders,CS&D 846,1,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1894,College of Letters & Science,Communication Sciences and Disorders,CS&D 849,2,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
1895,College of Letters & Science,Communication Sciences and Disorders,CS&D 850,3,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1896,College of Letters & Science,Communication Sciences and Disorders,CS&D 852,2,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1897,College of Letters & Science,Communication Sciences and Disorders,CS&D 853,1,Declared in Audiology Consortial Program with UW-Stevens Point AUD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
